 Ticker,Description,Total Revenue (FY),Gross Profit (FY),Net Income (FY),Industry
ZFOX,"ZeroFox Holdings, Inc.",117623000,32017000.00000001,-742052000,Packaged Software
NUBI,Nubia Brand International Corp.,0,0,593905,Financial Conglomerates
MNTS,Momentus Inc.,299000,-1980000,-95444000,Aerospace & Defense
EVOK,"Evoke Pharma, Inc.",2508645,2138251,-8224130,Pharmaceuticals: Major
TW,Tradeweb Markets Inc.,1188781000,1009902000,309094000,Investment Banks/Brokers
FICV,Frontier Investment Corp,0,0,6513806,Financial Conglomerates
CHCI,"Comstock Holding Companies, Inc.",39313000,9736000,7347000,Homebuilding
CRS,Carpenter Technology Corporation,2550300000,354000000,56000000,Other Metals/Minerals
IBRX,"ImmunityBio, Inc.",240000,-23952000,-416567000,Pharmaceuticals: Major
BEEM,Beam Global,21995000,-1667000,-19682000,Electrical Products
CAL,"Caleres, Inc.",2968138000,1268311000,174026000,Apparel/Footwear Retail
NBVA,NUBEVA TECHNOLOGIES LTD,2032455.49073646,2030923.04589937,-1576888.6805983,Packaged Software
USEG,U.S. Energy Corp.,44552000,14695000,-963000,Oil & Gas Production
AA,Alcoa Corporation,12762000000,1933000000,-123000000,Aluminum
CLNV,Clean Vision Corporation,0,0,-6081524,Miscellaneous Commercial Services
MARPS,Marine Petroleum Trust,1648943,,1375417,Investment Trusts/Mutual Funds
PRTC,PURETECH HEALTH PLC ORD GBP0.01,15334236.98776501,,-49440101.39063305,Biotechnology
ORN,"Orion Group Holdings, Inc.",748322000,49503000,-12612000,Engineering & Construction
DSS,"DSS, Inc.",,,,Commercial Printing/Forms
NXMR,"NextMart, Inc.",3245703,2414151,1200379,Advertising/Marketing Services
JET,GLOBAL CROSSING AIRLINES GROUP INC.,93262438.26461393,21945200.8323607,-15194126.67285726,Airlines
ZVIA,Zevia PBC,163181000,68674000,-33857000,Beverages: Non-Alcoholic
AQMS,"Aqua Metals, Inc.",4000,-3955000,-15431000,Other Metals/Minerals
TCI,"Transcontinental Realty Investors, Inc.",36660000,661000,468262000,Real Estate Investment Trusts
TLYS,"Tilly's, Inc.",672280000,202748000,9677000,Apparel/Footwear Retail
EQT,EQT Corporation,12140621000,8053260000,1770965000,Oil & Gas Production
LPG,Dorian LPG Ltd.,389749215,228045149,172443930,Marine Shipping
UNRG,United Energy Corp.,49131,-388944,-2340579,Chemicals: Specialty
BSM,"Black Stone Minerals, L.P.",784284000,656813000,476480000,Investment Trusts/Mutual Funds
STAF,"Staffing 360 Solutions, Inc.",244917000.000148,39779000.0000243,-16994000.0000103,Personnel Services
IFOS,ITAFOS INC,569780338.4632561,203164940.56998712,110535587.8355319,Chemicals: Agricultural
WNDW,"SolarWindow Technologies, Inc.",0,-14709,-2396395,Electrical Products
GGG,G6 MATERIALS CORP,1524305.97456512,-33339.77357629,-2678185.31944279,Chemicals: Major Diversified
MYMD,"MyMD Pharmaceuticals, Inc.",0,0,-15197336,Pharmaceuticals: Major
HRTG,"Heritage Insurance Holdings, Inc.",662460000,,-154363000,Property/Casualty Insurance
EVTV,"Envirotech Vehicles, Inc.",4504621,1634706,-43804160,Auto Parts: OEM
DCGO,DocGo Inc.,440515746,144155648,34584498,Medical/Nursing Services
CURI,CuriosityStream Inc.,78043000,26208000,-50917000,Movies/Entertainment
NNUP,"NoCopi Technologies, Inc.",4627200,3899500,1813100,Industrial Specialties
XAIR,"Beyond Air, Inc.",0,-1725000,-55816000,Medical Specialties
BRTX,"BioRestorative Therapies, Inc.",119800,-160866,-18494769,Medical Specialties
VISM,"Visium Technologies, Inc.",0,0,-3310848,Information Technology Services
ADIL,"Adial Pharmaceuticals, Inc",0,-60501,-12731416,Pharmaceuticals: Major
USDP,USD Partners LP,111655000,37712000,-59917000,Oil & Gas Pipelines
CMGO,"CMG Holdings Group, Inc.",2033712,531666,17617,Miscellaneous Commercial Services
GULTU,Gulf Coast Ultra Deep Royalty Trust,0,-133457,1842816,Investment Trusts/Mutual Funds
DNMR,"Danimer Scientific, Inc.",53218000,-18618000,-179758000,Chemicals: Specialty
PTEN,"Patterson-UTI Energy, Inc.",2647592000,317097000,154658000,Contract Drilling
XALL,Xalles Holdings Inc.,,,,Miscellaneous Commercial Services
HNRG,Hallador Energy Company,355628000,40484000,18105000,Coal
LASE,Laser Photonics Corporation,4954689,2521696,-997461,Electronic Equipment/Instruments
HGTXU,Hugoton Royalty Trust,19561208,17343351,16585039,Investment Trusts/Mutual Funds
TIVC,"Tivic Health Systems, Inc.",1840000,289000,-10096000,Medical Specialties
VDRM,"ViaDerma, Inc.",540648,540451,590674,Biotechnology
XCYT,XCYTE DIGITAL CORP,0,0,-39601.2114,Financial Conglomerates
IVQ,INVESQUE INC,188286775.15374264,62198837.02446848,-46876016.90981699,Real Estate Development
HPK,"HighPeak Energy, Inc.",755686000,468386000,213863000,Oil & Gas Production
LUCD,Lucid Diagnostics Inc.,377000,-5173000,-56171000,Medical Specialties
ASAN,"Asana, Inc.",547212000,491203000,-407768000,Packaged Software
SRTS,"Sensus Healthcare, Inc.",44532000,29628000,24244000,Medical Specialties
EVLO,"Evelo Biosciences, Inc.",0,-4960000,-114527000,Pharmaceuticals: Major
TPL,Texas Pacific Land Corporation,667422000,584392000,446362000,Investment Trusts/Mutual Funds
PRAX,"Praxis Precision Medicines, Inc.",0,-1171000,-214029000,Pharmaceuticals: Major
ILUS,ILUS International Inc,78344131,28118823,4559375,Home Furnishings
BDCO,Blue Dolphin Energy Co.,487504000,43139000,32892000.00000001,Oil Refining/Marketing
BNGO,"Bionano Genomics, Inc.",27802000,-2654000,-132596000,Biotechnology
GSAT,"Globalstar, Inc.",148504000,-11100000,-256915000.00000003,Wireless Telecommunications
XSNX,NOVACCESS GLOBAL INC.,0,0,-1715959,Pharmaceuticals: Major
GROV,"Grove Collaborative Holdings, Inc.",321527000,154652000,-87715000,Household/Personal Care
HCTI,"Healthcare Triangle, Inc.",45886000,7920000,-9610000,Information Technology Services
BFI,BurgerFi International Inc,178720000.000002,7186999.99999979,-103432000.000001,Restaurants
MAMA,"Mama's Creations, Inc.",93187621,19418262,2302674,Food: Meat/Fish/Dairy
BACK,"IMAC Holdings, Inc.",16185682,-1466593,-18312806,Medical/Nursing Services
INQD,Indoor Harvest Corp.,0,0,-3363597,Trucks/Construction/Farm Machinery
LIFE,"aTyr Pharma, Inc.",10386000,8691000,-45338000,Pharmaceuticals: Major
PBF,PBF Energy Inc.,46830300000,4702600000,2876800000,Oil Refining/Marketing
ELEK,Elektros Inc.,0,-19584,-1803119,Industrial Machinery
HARL,Harleysville Financial Corp.,36937000,,12223000,Savings Banks
LRDC,"Laredo Oil, Inc",0,-39722,-3112051,Integrated Oil
AINC,Ashford Inc. (Holding Company),644432000,80025000,3646000,Miscellaneous Commercial Services
ARLP,"Alliance Resource Partners, L.P.",2406511000,732106000,558087000,Coal
GNK,Genco Shipping & Trading Limited,536934000,196256000,158576000,Marine Shipping
NE,Noble Corporation plc A,1413847000,305445000,168948000,Contract Drilling
YTEN,"Yield10 Bioscience, Inc.",450000,-206000,-13566000,Chemicals: Agricultural
PSNL,"Personalis, Inc.",65047000,13350000,-113315000,Medical/Nursing Services
FSLR,"First Solar, Inc.",2619319000,126363000,-44166000,Semiconductors
PIK,Kidpik Corp.,16477984,4573344,-7615261,Apparel/Footwear
MGOL,MGO Global Inc.,1048012,710381,-2582946,Advertising/Marketing Services
TCON,"TRACON Pharmaceuticals, Inc.",0,-16000,-29135000,Pharmaceuticals: Major
GEF,Greif Inc.,5218600000,1146100000,359200000,Containers/Packaging
NBND,NetBrands Corp.,1643138,407610,-1086662,Food: Specialty/Candy
DOMH,Dominari Holdings Inc.,0,188000,-22107000,Biotechnology
AGTI,"Agiliti, Inc.",1121292000,430974000,30212000,Other Consumer Services
KTTA,Pasithea Therapeutics Corp.,486559,373364,-13936452,Pharmaceuticals: Major
TAL,PETROTAL CORP,314153826.4997909,229601247.0128581,181057054.7010258,Integrated Oil
LIPO,Lipella Pharmaceuticals Inc.,184156,,-2597692,Pharmaceuticals: Major
WGS,GeneDx Holdings Corp.,234694000,-54731000,-548980000,Medical/Nursing Services
MPIR,"Empire Diversified Energy, Inc.",6719106,2157142,-25482809,Motor Vehicles
ELLH,Elah Holdings Inc.,21000,,-2353000,Financial Conglomerates
COCH,"Envoy Medical, Inc.",0,0,19233710,Medical Specialties
LIGA,"LIG Assets, Inc.",989218,230455,-204297,Real Estate Development
ABAT,American Battery Technology Company,0,-197730,-21338207.0000004,Other Metals/Minerals
INDV,INDIVIOR PLC ORD USD0.5,884629755.7930776,715754819.0601041,-52037044.45841628,Pharmaceuticals: Major
TDC,Teradata Corporation,1795000000,1089000000,33000000,Packaged Software
CEG,Constellation Energy Corporation,24440000000,1046000000,-160000000,Electric Utilities
PUMP,ProPetro Holding Corp.,1279701000,268773000,2030000,Oilfield Services/Equipment
CTHR,Charles & Colvard Ltd.,29946234,4733851,-19580794,Other Consumer Specialties
MBRX,"Moleculin Biotech, Inc.",0,-222000,-29025000,Pharmaceuticals: Major
CHTR,"Charter Communications, Inc.",54022000000,23424000000,5055000000,Cable/Satellite TV
QSEP,"QS Energy, Inc.",0,-37000,-1548000,Oilfield Services/Equipment
MDB,"MongoDB, Inc.",1284040000,925536000,-345398000,Packaged Software
TOVX,"Theriva Biologics, Inc.",0,-268000,-20025000,Pharmaceuticals: Major
ACVA,ACV Auctions Inc.,421529000,173498000,-102193000,Internet Retail
ISPC,iSpecimen Inc.,10402303,4440139,-10245922,Miscellaneous Commercial Services
ASNS,"Actelis Networks, Inc.",8831000,4110000,-10982000,Computer Communications
ATGN,"Altigen Communications, Inc.",11891000,8093000,-698000,Specialty Telecommunications
QGSI,QuantGate Systems Inc.,50395,,-1260481,Packaged Software
INTG,The Intergroup Corporation,57607000,7669000,-6719000,Hotels/Resorts/Cruise lines
OTRK,"Ontrak, Inc.",14514000,7053000,-51573000,Medical/Nursing Services
SWBI,"Smith & Wesson Brands, Inc.",479242000,149319000,36876000,Aerospace & Defense
BOX,"Box, Inc.",990874000,738318000,26783000,Information Technology Services
WLAN,"Wialan Technologies, Inc.",,,,Information Technology Services
GMER,"Good Gaming, Inc.",9609,-300076,-2107901,Internet Software/Services
ONTX,"Onconova Therapeutics, Inc.",226000,212000,-18964000,Biotechnology
FNCH,"Finch Therapeutics Group, Inc.",861000,-4646000,-114646000,Medical/Nursing Services
SANA,"Sana Biotechnology, Inc.",0,-27731000,-269476000,Biotechnology
HIHI,"Holiday Island Holdings, Inc.",0,-8175,-447924,Real Estate Development
MGRX,"Mangoceuticals, Inc.",8939,4850,-1998055,Pharmaceuticals: Major
FBYD,"Falcon's Beyond Global, Inc.",0,0,589202,Engineering & Construction
AOUT,"American Outdoor Brands, Inc.",191209000,72982000,-12024000,Recreational Products
LWAY,"Lifeway Foods, Inc.",141568000,26246000,924000,Food: Meat/Fish/Dairy
AWSL,Atlantic Power & Infrastructure Corp.,4506952,1148363,218981,Alternative Power Generation
DWSN,Dawson Geophysical Company,37480000,-10225000,-20451000,Data Processing Services
RRC,Range Resources Corporation,5335309000,3136867000,1154792000,Oil & Gas Production
CTV,Innovid Corp.,127117000.00017297,91334000.0001243,-18410000.000025,Packaged Software
MNTR,"Mentor Capital, Inc.",7705715,1936244,-471386,Miscellaneous Commercial Services
SHMP,NaturalShrimp Incorporated,238685.0000002,-3227595.00000267,-15988020.0000132,Internet Software/Services
CBUS,"Cibus, Inc.",157000,-1377000,-16891000,Information Technology Services
TTI,"Tetra Technologies, Inc.",553213000,113530000,7839000,Chemicals: Specialty
FTI,TechnipFMC plc,6694400000.01254,920600000.001722,-107200000.000201,Oilfield Services/Equipment
AIAD,Ai Advertising Inc.,6744297,-605471,-8489924,Information Technology Services
CNO,CALIFORNIA NANOTECHNOLOGIES CORP,1329915.8075886,490390.51424892,76765.11139,Biotechnology
DMTK,"DermTech, Inc.",14518000,647000,-116683000,Medical Specialties
AMNI,American Noble Gas Inc.,117125,-294581,-3940075,Oil & Gas Production
NETC,Nabors Energy Transition Corp.,0,0,1297593,Financial Conglomerates
VAXX,"Vaxxinity, Inc.",0,-1684000,-75222000,Biotechnology
BTBD,"BT Brands, Inc.",12601169,1242665,-562285,Restaurants
PSQH,"PSQ Holdings, Inc.",0,0,5796203,Packaged Software
LBRDA,Liberty Broadband Corporation,975000000,460000000,1257000000,Wireless Telecommunications
MONI,MOON EQUITY HLDGS CORP.,0,0,-98680,Regional Banks
CVB,CURVEBEAM AI LIMITED,,,,Biotechnology
HSTO,Histogen Inc.,3769000,3629000,-10621000,Biotechnology
CDMO,"Avid Bioservices, Inc.",149266000,31480000,560000,Biotechnology
OCUP,"Ocuphire Pharma, Inc.",39850000,39846000,17888000,Pharmaceuticals: Major
PZG,Paramount Gold Nevada Corp.,0,-448179,-6450531,Precious Metals
REED,"Reeds, Inc.",53041000,12112000,-20057000,Beverages: Non-Alcoholic
CIZN,Citizens Holding Company,50586000,,9620000,Regional Banks
LXEO,"Lexeo Therapeutics, Inc.",654000,-491000,-59277000,Biotechnology
NURO,"NeuroMetrix, Inc.",8256073,5750240,-4416609,Medical Specialties
TPST,"Tempest Therapeutics, Inc.",0,-1814000,-35709000,Pharmaceuticals: Major
BOF,BranchOut Food Inc.,752178,-263803,-4643352,Food: Specialty/Candy
AGE,"AgeX Therapeutics, Inc.",0,-145000,-10462000,Pharmaceuticals: Major
IPW,iPower Inc.,88902048,34797461,-11965390,Internet Retail
GASE,"GASE Energy, Inc.",,,,Internet Software/Services
AHNR,Athena Gold Corporation,0,0,-683658,Precious Metals
ABQQ,AB INTL Group Corp.,1473222,-1579391,-3566710,Packaged Software
EMED,"Electromedical Technologies, Inc.",1149844,866766,-3468500,Medical Specialties
UUU,"Universal Security Instruments, Inc.",22178873,6349719,720411,Computer Communications
SIEB,Siebert Financial Corp.,49383000,46245000,-1990000,Investment Banks/Brokers
KEI,KOLIBRI GLOBAL ENERGY INC,36071772.07811364,24048808.42939411,15983559.70969239,Oil & Gas Production
LNSR,"LENSAR, Inc.",35358000,18807000,-19914000,Medical Specialties
AXLA,Axcella Health Inc.,0,-412000,-81186000,Biotechnology
MEI,"Methode Electronics, Inc.",1179600000,280800000,77100000,Electronic Components
AVAV,"AeroVironment, Inc.",540536000,174369000,-176122000,Aerospace & Defense
AGX,"Argan, Inc.",455040000,83378000,33098000,Engineering & Construction
GORO,Gold Resource Corporation,139087000,17062000,-6321000,Precious Metals
KLNG,"Koil Energy Solutions, Inc.",12977000,4499000,-2928000,Oilfield Services/Equipment
WPFH,"WPF Holdings, Inc.",0,0,-11378551,Engineering & Construction
DELL,Dell Technologies Inc.,101565000000,21533000000,2442000000,Computer Processing Hardware
GRTX,"Galera Therapeutics, Inc.",0,-114000,-62222000,Pharmaceuticals: Major
COCP,"Cocrystal Pharma, Inc.",0,-388000,-38837000.0000004,Pharmaceuticals: Major
ATI,ATI Inc.,3836000000,681500000,130900000,Other Metals/Minerals
BANT,Bantec Inc.,2466198,409094,-2673346,Aerospace & Defense
HYZN,Hyzon Motors Inc.,3726000,-23298000,-32186000,Motor Vehicles
SGMD,"Sugarmade, Inc.",2396979,734495,-3043301,Specialty Stores
ARCB,ArcBest Corporation,5324052000,578589000,298209000,Trucking
USMT,US Metro Bancorp,58150040,,16846887,Regional Banks
BLNK,Blink Charging Co.,61139000,-53231000,-91560000,Other Consumer Services
CYCC,"Cyclacel Pharmaceuticals, Inc.",0,-32000,-21198000,Pharmaceuticals: Major
CWAN,"Clearwater Analytics Holdings, Inc.",303426000,213793000,-7967000,Packaged Software
VYNE,VYNE Therapeutics Inc.,477000,,-36128000,Pharmaceuticals: Major
SRFM,Surf Air Mobility Inc.,20274000,-5577000,-74362000,Airlines
LIXT,"Lixte Biotechnology Holdings, Inc.",0,0,-6312535,Biotechnology
PULM,"Pulmatrix, Inc.",6071000,4526000,-18836000,Pharmaceuticals: Major
CYTH,"Cyclo Therapeutics, Inc.",1375760,-2751331,-15450888,Biotechnology
FMFG,"Farmers and Merchants Bancshares, Inc.",28625685,,8090127,Regional Banks
ARDS,Aridis Pharmaceuticals Inc.,3091000,2604000,-30371000,Pharmaceuticals: Major
OMEX,"Odyssey Marine Exploration, Inc.",1334702,-8556891,-23140750,Agricultural Commodities/Milling
YERB.U,YERBAE BRANDS CORP,0,0,-228087.2448,Beverages: Non-Alcoholic
CSPI,CSP Inc.,54361000,18827000,1789000,Information Technology Services
MRDB,MariaDB plc,43685000,29554000,-48651000,Packaged Software
PBLA,"Panbela Therapeutics, Inc.",0,0,-34933000,Pharmaceuticals: Major
VCSA,"Vacasa, Inc.",1187950000,276174000,-177898000,Real Estate Development
CRK,"Comstock Resources, Inc.",3628057000,2320546000,1136604000,Oil & Gas Production
MGTX,MeiraGTx Holdings plc,15920000,7197000,-129615000.00000001,Biotechnology
SNAX,"Stryve Foods, Inc.",29945873,-13176542,-33140445,Food: Specialty/Candy
MAIA,"MAIA Biotechnology, Inc.",0,0,-15769279,Biotechnology
KCRD,Kindcard Inc.,592735,388778,-398304,Catalog/Specialty Distribution
SYSX,Sysorex Inc.,17313000,4677000,-12193000,Information Technology Services
HMNU,"Human Unitec International, Inc.",712000,387250,260200,Household/Personal Care
SPQS,"SportsQuest, Inc.",,,,Movies/Entertainment
ZMA,ZOOMAWAY TECHNOLOGIES INC,168291.7193852,167908.52883517,-1671477.17923557,Other Consumer Services
PUBC,Purebase Corporation,471608,,-32582425,Other Metals/Minerals
LBRT,Liberty Energy Inc.,4149228000,677164000,399602000,Oilfield Services/Equipment
NAPA,"The Duckhorn Portfolio, Inc.",402996000,188271000,69298000,Food Distributors
FATE,"Fate Therapeutics, Inc.",96300000,82542000,-281721000,Biotechnology
EIGR,"Eiger BioPharmaceuticals, Inc.",13484000,10805000,-96776000,Pharmaceuticals: Major
APYX,Apyx Medical Corporation,44510000,10510000,-23184000,Medical Specialties
BCAB,"BioAtla, Inc.",0,-1199000,-106482000,Biotechnology
PFIE,"Profire Energy, Inc.",45936643,21023371,3947760,Electronic Equipment/Instruments
DDDX,3DX Industries Inc.,571889,506760,-716872,Metal Fabrication
TBIO,"Telesis Bio, Inc.",27435000,12720000,-48471000,Miscellaneous Commercial Services
SSII,SS Innovations International Inc,,,,Medical Specialties
NOVA,Sunnova Energy International Inc.,557690000,186584000,-161642000,Alternative Power Generation
MPTI,"M-tron Industries, Inc.",31845000,11346000,1798000,Electronic Production Equipment
NEGG,"Newegg Commerce, Inc.",1720273000.00214,205605000.000256,-57429000.0000715,Internet Retail
DCLT,"Data Call Technologies, Inc.",553846,364214,4782,Advertising/Marketing Services
RH,RH,3590477000,1811985000,528642000.00000006,Specialty Stores
BLCM,"Bellicum Pharmaceuticals, Inc.",1500000,1489000,-24973000,Biotechnology
AR,ARGONAUT GOLD INC,372953888.19453454,18058935.09469773,-146171348.61110368,Precious Metals
FORA,Forian Inc.,28005857,18238999,-25971971,Packaged Software
NGS,"Natural Gas Services Group, Inc.",84825000,14352000,-569000,Industrial Machinery
